gene,module,program,umap1,umap2
OGFRL1,8,other,-3.4235487,10.203274
SURF2,17,other,-2.003888,12.764911
TRBV7-3,17,other,-2.2214808,12.583794
ICMT,8,other,-3.1533358,10.422077
PDE7A,14,other,5.780237,5.8143125
CXXC5,3,other,-4.9936976,7.7876744
POLR2B,14,other,5.69387,6.249824
C6orf89,13,other,2.4162238,11.292276
GLS,14,other,6.019541,6.520842
PTGIS,13,other,2.3066607,11.572308
DPF2,17,other,-1.9828311,12.991997
BMPR2,6,other,3.4849539,10.312223
RELA,16,other,4.571287,5.3677998
MBOAT2,3,other,-5.4909964,12.138598
CASZ1,3,other,-6.053112,12.091977
TENT5C,8,other,-0.13612834,12.559741
MRPS28,12,other,-1.3461331,11.004531
UROS,3,other,-4.3646555,10.114537
ADAM9,4,other,4.3821244,8.82397
TMEM222,10,other,-5.4536796,8.49789
PLAA,10,other,-5.7581124,8.932568
TSEN15,10,other,-5.5871186,8.900019
SRPK1,11,other,-2.9405577,11.647914
C1QTNF3,2,other,1.839821,12.43865
FARSA,10,other,-5.6067667,8.713505
SIRT2,10,other,-5.7557616,8.674722
IGKV1-6,8,other,-0.7997457,12.951457
UBE2J2,8,other,-2.9231343,10.831151
CFI,6,other,4.4982324,10.634707
CDK10,14,other,6.1630225,6.4553103
UNC119,0,other,-3.387373,8.793239
NTPCR,11,other,-3.008866,11.607807
PCAT18,3,other,-4.89637,11.268017
EFHC1,3,other,-5.407299,11.733863
TMEM25,3,other,-5.6910415,11.533399
ABCC5,3,other,-5.485995,12.707932
RNASEK,4,other,5.4819136,6.706504
RBM23,17,other,-2.0203152,12.797875
TRIOBP,6,other,4.2153025,10.87355
BDH2,6,other,3.4024286,11.074182
TRBV4-2,14,other,5.853116,6.0456495
ATP8A1,14,other,5.751922,5.8254
HELZ,14,other,5.844549,6.0354323
HIPK2,3,other,-6.0467286,10.622936
ISCA2,3,other,-6.337463,10.639174
SSFA2,3,other,-5.4317617,12.612866
ALDH1A1,13,other,2.6390126,11.361388
TIMMDC1,10,other,-5.565331,8.808496
RAMMET,10,other,-5.8407717,8.939121
SLC35B2,8,other,-3.3829768,10.27453
LETMD1,17,other,-2.0429156,12.875959
DTYMK,8,other,-3.0579224,10.458171
FAM111A,14,other,5.907926,6.1034746
FRG1,3,other,-5.096561,7.7093163
TRAV38-2DV8,1,other,5.561041,4.002881
TXNL4A,11,other,-2.900314,11.123087
ACO2,11,other,-2.8728316,11.569685
BCL7C,11,other,-2.802722,11.311838
KLF9,13,other,2.718879,10.526581
HOOK2,3,other,-5.350796,11.650602
BCAT2,3,other,-5.464672,11.769845
MAPKAPK2,3,other,-5.906417,12.475694
THEM6,12,other,-1.2691618,10.281325
COPS7A,11,other,-2.8152316,9.661163
LY96,4,other,4.0085573,8.614916
TDP2,4,other,4.136212,8.642185
GNS,4,other,4.0660963,8.603694
BACH1,4,other,4.9355645,8.414462
CYFIP1,10,other,-5.7715364,8.580866
IFRD2,10,other,-5.8452773,8.702978
CUL4A,10,other,-4.90367,8.59755
SDAD1,17,other,-1.9853823,12.856129
POLE3,17,other,-1.8939841,12.880843
C1orf54,6,other,4.150823,10.508454
PIK3C2A,6,other,4.178978,10.694301
CD2BP2,16,other,3.9531083,6.47757
GTF2B,16,other,4.480682,6.1573606
MAN1A1,13,other,3.0601578,11.735224
FAM20C,13,other,3.0047982,11.659269
APBB2,3,other,-5.6855145,12.21037
SLC25A11,12,other,-1.2027395,10.059957
ZFHX4,13,other,2.208376,11.56495
ERBIN,1,other,5.440799,5.207872
ADGRG1,10,other,-5.757256,8.464592
PDCL3,10,other,-5.3728976,8.95051
DUSP11,17,other,-1.912733,12.992665
IVD,3,other,-6.104479,10.624575
SCG5,13,other,3.571246,12.370702
TLK1,1,other,5.0828238,4.433356
AHCYL1,3,other,-6.0223374,12.019556
GPX8,2,other,2.0744312,12.32478
GLIS2,2,other,1.9478893,12.44623
PSMA1,20,other,-1.65573,8.957499
ANGPTL1,13,other,2.3017478,11.492631
MED29,10,other,-5.779613,8.911259
CHCHD3,10,other,-4.8343263,8.617119
MFNG,17,other,-2.0713503,13.009851
DLD,8,other,-2.7617755,10.907154
CRYBG3,6,other,4.2183223,10.739991
RBM33,14,other,5.9804926,5.988514
PRKCB,16,other,4.5591526,6.5068865
MAPK13,3,other,-5.999178,10.769119
GATA3-AS1,3,other,-5.2982903,12.560302
KCTD3,3,other,-5.938684,11.999074
MICAL2,2,other,1.9226812,12.418892
C1orf198,2,other,2.0984395,12.478117
RPS6KB2,12,other,-1.4435592,10.517484
RIC8A,10,other,-5.832472,8.9543
IGKV3D-11,8,other,-0.61987513,12.923862
TAF11,17,other,-2.2002017,12.896904
TBC1D1,17,other,-2.0600164,12.479741
CRIM1,6,other,4.063773,10.466852
MIF4GD,16,other,4.0075803,6.7330027
STEAP1,13,other,3.0443814,11.713543
USP47,14,other,5.9613457,6.580706
ZNF552,3,other,-6.0111156,12.057222
SLC35E2B,3,other,-5.607588,11.814919
GADD45G,3,other,-5.5102386,13.080278
ARMC1,12,other,-1.3847315,10.930004
GAA,3,other,-4.5392632,10.313096
MIR99AHG,13,other,2.169165,11.535055
DRAM2,16,other,4.6854453,6.999054
ZCCHC7,16,other,4.800863,6.9799643
ESF1,8,other,-0.9167835,12.944041
CMAS,8,other,-3.1542938,10.332221
MRPL19,8,other,-3.047175,10.626195
MAP3K11,6,other,3.8340452,10.293707
ACVRL1,6,other,4.0706286,10.457873
MPRIP,6,other,3.0466428,10.515782
EHBP1L1,14,other,6.1505747,6.53526
PHC3,14,other,5.818185,6.02006
PI3,7,other,0.32689756,13.479286
LTBP1,13,other,2.9479642,11.726827
OLFM1,13,other,3.024334,11.83727
ENOSF1,3,other,-5.42124,11.624321
DCTN1,3,other,-5.540502,11.98388
VTA1,10,other,-5.7941785,8.78134
RENBP,10,other,-5.884081,8.373673
ANKRD49,17,other,-1.8455508,12.830459
SGCB,13,other,3.070227,11.666323
FGF10,13,other,3.1478581,11.708246
TNIK,19,other,-2.3552344,15.659064
MARVELD1,2,other,1.9402508,12.418947
PSMD14,10,other,-5.816531,8.640215
MED21,10,other,-5.8881845,8.517671
RFXANK,8,other,-3.4501781,10.368644
MRPS5,10,other,-4.8071694,8.777586
NUTM2A-AS1,17,other,-2.2429762,12.678369
TRIM69,17,other,-2.1457722,12.584403
PIGC,17,other,-1.8780975,12.796737
AHR,6,other,3.9103107,10.602464
DIP2A,14,other,5.8209186,6.0038915
GSPT1,20,other,-1.6674969,9.1290865
PRPF19,3,other,-5.5546484,10.939632
C1GALT1,11,other,-2.574822,11.77152
AARS,11,other,-3.0039084,11.649279
ARID4A,14,other,5.3997507,6.4667544
SMARCC1,3,other,5.13898,6.8221
TBC1D2B,13,other,3.4868934,11.916695
CERS6,3,other,-6.016272,12.253223
CYB5R1,3,other,-5.34111,11.683251
GOLIM4,2,other,2.4156406,12.157436
SLC2A1,2,other,-0.38075927,10.786406
AGFG1,4,other,4.8033667,8.580409
PTS,10,other,-5.5281134,8.869729
CCDC174,17,other,-1.9735408,12.903404
ST6GALNAC4,3,other,-6.3122845,10.505632
UAP1,11,other,-2.6869822,11.660716
FNDC3A,13,other,3.4114017,12.024359
COQ10B,11,other,-2.4553447,9.535806
LIX1L,1,other,4.8841357,5.2040076
GLCE,3,other,-5.39463,11.72166
CD300A,4,other,4.5139303,8.454279
CDC40,17,other,-2.0333948,12.9398775
BFAR,17,other,-2.1588893,12.87346
C22orf39,17,other,-1.9609832,13.064745
PITPNB,8,other,3.1443932,10.441851
ARHGAP25,16,other,4.401956,6.2819757
C6orf226,11,other,-3.030288,11.640219
KLK10,11,other,-3.0348077,11.500557
DNTTIP1,11,other,-2.9103303,11.640914
H6PD,13,other,3.185689,11.75975
AGO3,13,other,3.8999844,11.657362
ICA1,3,other,-5.1435857,11.427904
FN3K,3,other,-5.451254,12.245145
CD276,2,other,2.157716,12.274869
GOLM1,2,other,1.9899784,12.402023
MOCS2,2,other,1.4729866,10.298211
PFKFB3,4,other,4.8744855,8.407064
PARVB,4,other,4.469208,8.744563
ATP13A3,4,other,4.5890007,8.725685
PSMD12,10,other,-5.7092743,9.016113
VPS4A,17,other,-2.131697,12.908281
MED4,6,other,4.4464498,10.8603
CREBZF,14,other,5.974073,6.1358647
EML3,14,other,6.1015472,6.4983525
PUM2,14,other,6.078112,6.1914997
ANXA2R,16,other,4.579074,6.0161924
TUBGCP2,16,other,3.5986621,6.465501
SUDS3,3,other,-6.211202,10.658013
RSRC1,3,other,-5.819693,10.539032
MBTPS1,13,other,3.7107604,11.45754
LYPD3,3,other,-5.478044,11.898626
HEXIM1,3,other,-5.578699,13.0362
ITPR2,3,other,-5.561279,12.377174
KIAA0930,2,other,2.2281199,12.327417
ITPRIPL2,2,other,2.2253175,12.294174
UBQLN1,4,other,4.7232294,8.645713
BET1L,10,other,-5.7158313,8.925878
MKKS,17,other,-2.250924,12.853099
MAN1A2,6,other,4.2634106,11.121503
WASHC3,8,other,-0.20156556,12.636205
TRIM27,3,other,-3.3830824,8.876694
RGS14,1,other,4.6230707,5.3465014
PGM1,12,other,-1.4595143,10.963401
CEP170,4,other,3.9563675,8.896893
GK5,14,other,5.5386405,5.5365543
RECQL,6,other,2.7164745,10.709129
LRPPRC,14,other,5.456176,5.568924
COMMD4,10,other,-5.5435877,8.742538
ATP6V1E1,10,other,-5.349547,8.455316
SMIM10L1,10,other,-5.7912908,8.751715
DNAJC10,6,other,4.376606,11.051288
PEF1,3,other,-5.82736,10.913098
CD302,13,other,3.15254,11.725534
SMAD2,6,other,3.848273,11.232706
TCTN3,13,other,3.6704874,12.058723
RFTN1,14,other,5.753181,5.5188994
IQGAP2,1,other,5.0223174,4.9265513
DCAF8,3,other,-5.496238,11.725338
MKNK2,3,other,-6.152454,12.331869
LDLRAD3,3,other,-5.386155,12.77767
GOPC,2,other,-1.0737041,12.025043
C7,13,other,2.8504884,11.138745
DICER1,4,other,4.552119,8.696326
PEPD,10,other,-5.8951163,8.461172
IRAK1,10,other,-5.913244,8.447509
TOM1,10,other,-5.8395805,8.451181
HSD17B12,6,other,4.061439,10.847837
SMAD5,6,other,3.4080234,10.593606
NLRP1,14,other,5.923917,5.9133835
UBA3,16,other,4.2601295,6.555164
MSL3,16,other,4.55747,6.556175
PROS1,13,other,2.9377468,11.487113
CHSY1,13,other,3.5891573,12.153382
KDSR,2,other,1.571217,11.87809
TMEM181,3,other,-5.4722185,12.795154
CERS4,3,other,-5.525603,11.567837
TTC39A,3,other,-5.648526,11.42054
SERTAD3,3,other,-5.2240915,11.455629
AGL,3,other,-5.395568,12.763817
ARHGAP1,2,other,1.9671133,12.398577
NAPRT,12,other,-1.2443553,10.983041
REG1A,12,other,-1.432444,10.984153
DERL2,4,other,4.882492,8.259833
MTHFS,10,other,-5.6591616,8.855095
KLF10,13,other,2.3524716,11.443027
CFAP97,17,other,-2.1833866,12.831022
MBD4,16,other,4.714059,6.954513
MRPS10,8,other,-2.9410439,10.707194
GPR108,8,other,-2.969319,10.627617
TMEM263,6,other,3.5739682,11.548699
FASTK,14,other,6.3092933,6.5893564
EGFL6,13,other,3.6628127,12.484495
FNBP1L,3,other,-5.4700813,11.629259
LINC01238,3,other,-5.3341265,12.626726
CACNB3,3,other,-5.6537786,12.120684
TMEM150C,3,other,-5.356895,11.767058
DEDD,10,other,-5.9153867,8.352331
LXN,2,other,1.8739736,11.901061
RANGRF,17,other,-2.2006824,12.869606
NUDT1,17,other,-1.9476684,13.007761
FIP1L1,6,other,4.1432486,11.237192
KRT16,11,other,-2.7679994,11.666796
REPIN1,3,other,-5.854905,12.100041
PNKP,3,other,-5.7186837,12.012266
PLEKHO1,4,other,4.070768,8.455836
CTDSP2,2,other,2.0579658,12.365209
NOV,2,other,1.9498066,12.288421
QKI,4,other,4.3893094,8.718384
C15orf40,10,other,-5.68574,8.788716
AP2A1,6,other,2.279367,10.044965
NES,6,other,4.3283677,10.764754
TIMM9,3,other,-6.3571005,10.630752
B4GALT3,7,other,1.6595365,14.754311
PGF,13,other,3.0782309,12.199757
HYI,3,other,-5.495536,11.673197
ZNF32,3,other,-5.1748424,12.466553
KIAA0040,3,other,-5.042301,11.277914
AC008663.1,3,other,-5.4731245,11.348871
MINDY2,2,other,2.09589,12.435031
RIN2,2,other,2.0416758,12.548637
TM9SF3,6,other,4.3213778,10.847961
SEPT10,6,other,4.224347,10.393851
NMRK1,14,other,5.748039,5.631635
MTMR14,16,other,4.4531174,6.527027
C12orf10,3,other,-6.1382346,10.617337
SCYL1,3,other,-6.0706487,10.580923
NUDT3,11,other,-2.783523,11.778786
TRIB1,3,other,-5.5114903,12.974195
PCGF2,3,other,-5.553793,11.865809
GNAQ,3,other,-5.6811695,12.54542
PLA2G12A,3,other,-5.910843,11.940145
SNRPN,8,other,-0.060592674,12.614459
CCL19,7,other,1.6453189,13.414937
GCA,4,other,4.1383996,8.255652
POP4,10,other,-5.7015915,8.879082
SEC23A,2,other,3.1926126,11.868432
PCF11,14,other,5.9747143,5.9285192
CWF19L2,14,other,6.0376096,6.1358833
SUCLG2,20,other,-1.7310537,9.080804
STAT6,16,other,4.285346,6.259682
PRKX,11,other,-2.986404,11.799293
THBS4,6,other,2.8230658,10.398007
TRAK2,3,other,-5.280358,11.620359
POLR3K,3,other,-5.212925,12.739093
CCNG2,3,other,-5.946386,12.189905
DDX27,16,other,4.578143,6.612661
TFPT,3,other,-6.255169,10.657879
FAM50B,11,other,-2.998715,11.635906
NUDT14,3,other,-5.389671,12.941921
PPM1M,1,other,5.2486873,3.9689188
IFT20,21,other,-4.602088,6.623575
ATN1,2,other,2.0387185,12.403132
SMYD2,12,other,-1.1146394,10.170803
TOR3A,8,other,-0.61528957,12.897077
PCGF5,18,other,1.9658377,2.9097018
DAZAP1,10,other,-5.015053,8.619301
ZDHHC3,8,other,-2.7509384,10.838858
FLII,8,other,-0.51517093,12.928064
GTF2F1,3,other,-5.995133,10.828429
ATL3,11,other,-2.889128,11.794765
CHMP3,11,other,-2.8935778,11.669549
TP53I11,3,other,-5.4758477,11.862332
MAD2L2,7,other,-2.282257,12.150719
UBE2D1,4,other,4.556258,8.5631695
CORO1C,4,other,4.540811,8.852666
PTGER2,4,other,4.872609,8.325358
TBC1D5,6,other,4.134734,11.119244
ARRDC3,13,other,3.2779026,11.6668005
PUM1,3,other,-5.6220646,11.871529
OSBPL1A,3,other,-4.578754,10.618056
NFATC3,14,other,5.8476887,5.7298565
VPS25,3,other,-5.1153607,7.737199
REV3L,13,other,3.7016947,11.495052
TM7SF2,3,other,-5.5205607,12.279125
AC100810.1,3,other,-5.359645,12.71222
TBPL1,19,other,-0.4648574,13.222805
UBE2E2,2,other,2.0623186,12.337407
METTL7A,13,other,2.667185,11.448442
HK1,4,other,4.6396103,8.730581
FOPNL,10,other,-5.745053,8.811793
MARCH7,14,other,6.1162305,6.1263924
APEH,3,other,-6.1928377,10.660247
DCUN1D5,3,other,-5.980291,10.802488
ABI2,13,other,3.755859,11.886221
WAPL,14,other,5.976867,5.809658
SPATA20,3,other,-5.671139,11.608299
JPT2,3,other,-5.6823554,11.981416
AP1G2,3,other,-4.6205635,11.25115
BCAS2,8,other,-0.05807603,12.68637
RFX5,8,other,-3.3428862,10.402662
TRAF7,8,other,-3.2869642,10.393768
ETNK1,8,other,-0.8805389,11.617128
UBAP2L,8,other,-2.740144,10.544821
FUBP1,14,other,6.02643,6.209626
XPNPEP1,7,other,3.7186587,11.762174
CCDC25,13,other,3.867213,11.707404
DDX50,14,other,6.1719146,6.2450852
C5orf24,3,other,-5.4808254,12.795742
TSPYL1,3,other,-5.539901,11.418866
CANT1,3,other,-5.736527,11.919288
FAM120AOS,3,other,-5.595909,11.92157
SLC38A10,2,other,2.159412,12.300834
IGFLR1,1,other,5.1054173,4.440834
TOX4,9,other,-1.4614877,12.201789
SRP54,14,other,5.506061,5.482397
SIRPA,4,other,4.289166,8.616576
ESYT1,1,other,5.817823,5.3469563
UBE2V1,14,other,6.0478783,6.331168
CCM2,14,other,5.9077272,5.9496756
TMEM35B,1,other,5.609276,4.968177
TMEM106B,3,other,-5.084935,7.859257
NSUN5,16,other,4.1889153,6.343669
ACTR1A,7,other,-0.52953815,12.721712
CSNK1E,6,other,3.603571,10.450382
CREB3L2,13,other,3.1311593,11.767273
SQOR,4,other,4.202851,8.306954
NMB,2,other,0.1826371,10.9637575
ZNHIT3,3,other,-5.548787,10.81864
TARS,11,other,-2.9452112,11.539091
GABARAPL1,13,other,5.2892623,6.880139
RAD50,13,other,3.8139744,11.387034
ARID1A,3,other,-5.910668,12.419028
LURAP1L,3,other,-5.466494,12.478276
NXT1,12,other,-1.4488981,11.106685
SEC22B,4,other,4.9100485,8.502899
UBTF,14,other,5.332539,6.3400173
USP14,3,other,-5.1470084,7.7864237
ZFAND3,11,other,-2.6259553,11.722256
IST1,14,other,6.0696898,6.3327093
NARS,3,other,-5.9786673,10.5808115
RCOR3,3,other,-5.4567504,11.543128
PPP2R2A,3,other,-5.42101,12.786976
TNS3,2,other,2.4053967,11.944617
SKI,2,other,2.1411695,12.39369
SMIM20,8,other,0.6935876,13.517771
FAM208A,14,other,6.1727357,6.2380238
KIAA0319L,3,other,-5.8091664,12.281763
ZNF385A,3,other,-5.443661,12.439205
PFDN6,11,other,-3.0836418,11.588812
TCN1,3,other,-5.5192003,11.185154
USP53,13,other,2.6262121,11.451958
SVBP,4,other,4.0581408,8.176886
DNTTIP2,16,other,5.0166426,6.674683
CISD1,17,other,-1.1314884,11.974529
CCDC115,16,other,4.1095037,6.511217
CYB5B,11,other,-2.876416,11.375909
EPB41L2,13,other,2.4122746,11.42877
SDHD,6,other,2.7923164,10.178244
USO1,2,other,2.218364,12.334958
IFNAR1,4,other,4.3053193,8.596479
GNG12,13,other,2.2583723,11.369046
ISCA1,3,other,-4.5711837,10.5314455
